                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     95,                  1.178,                 2.4651,                 1.1518,                 1.0298,                0.55456,                0.16456,                0.17454,                 0.1062,                0.51234,                0.15868,                0.15114,                0.07765,                 1.0604,                 2.5064,                0.85097,                 1.0007,               0.006931,               0.006931,               0.006931
                     96,                 1.1723,                 2.4506,                 1.1475,                 1.0263,                0.57699,                 0.1713,                0.17869,                0.10752,                0.52991,                0.15087,                0.15415,                0.07922,                 1.0657,                  2.519,                0.84467,                 1.0044,               0.006898,               0.006898,               0.006898
                     97,                 1.1706,                 2.4333,                 1.1462,                  1.025,                0.53689,                 0.1883,                0.17886,                0.10844,                 0.4963,                 0.1597,                0.15081,                0.07751,                 1.0624,                 2.5123,                0.84485,                 1.0048,               0.006865,               0.006865,               0.006865
                     98,                 1.1649,                 2.4377,                 1.1356,                 1.0239,                 0.5552,                0.18015,                0.18114,                0.11146,                0.50586,                0.15964,                0.15674,                0.08191,                 1.0647,                 2.5063,                0.84106,                 1.0055,               0.006832,               0.006832,               0.006832
                     99,                 1.1853,                 2.4781,                  1.164,                  1.028,                0.55393,                 0.1778,                0.17921,                0.11026,                0.51689,                0.15413,                0.15548,                0.08031,                 1.0598,                 2.5121,                 0.8472,                 1.0016,               0.006799,               0.006799,               0.006799
                    100,                  1.168,                 2.4363,                 1.1385,                  1.029,                0.68121,                0.15432,                0.19191,                0.12133,                0.59736,                0.14874,                0.17139,                0.09025,                 1.0577,                 2.5031,                0.83964,                 1.0022,               0.006766,               0.006766,               0.006766
                    101,                 1.1688,                 2.4358,                 1.1565,                 1.0217,                0.66099,                0.15472,                0.17454,                0.10789,                 0.6076,                0.14403,                0.15263,                0.07828,                  1.056,                 2.4966,                0.84143,                 1.0021,               0.006733,               0.006733,               0.006733
                    102,                 1.1651,                   2.45,                 1.1463,                 1.0243,                0.57463,                0.15735,                0.17313,                0.10743,                0.46947,                0.16204,                0.15216,                0.07848,                 1.0567,                 2.5044,                0.84128,                 1.0013,                 0.0067,                 0.0067,                 0.0067
                    103,                 1.1667,                 2.4348,                 1.1485,                 1.0246,                0.53341,                0.17197,                0.17895,                0.11129,                0.48432,                0.17044,                0.15727,                 0.0816,                 1.0566,                 2.5036,                0.83633,                 1.0013,               0.006667,               0.006667,               0.006667
                    104,                 1.1654,                 2.4244,                 1.1478,                 1.0235,                0.54324,                0.18817,                0.18052,                0.11114,                0.50577,                0.16848,                0.15589,                0.08126,                 1.0512,                 2.5069,                0.83282,                 1.0006,               0.006634,               0.006634,               0.006634
                    105,                  1.167,                 2.4271,                 1.1394,                 1.0225,                0.52799,                0.18367,                0.18105,                0.11193,                0.50396,                0.17535,                0.15942,                0.08276,                 1.0545,                 2.4961,                0.83325,                  1.001,               0.006601,               0.006601,               0.006601
                    106,                 1.1584,                 2.4116,                 1.1414,                 1.0235,                0.44264,                0.19356,                0.18145,                 0.1121,                0.41702,                0.17736,                0.16001,                0.08437,                  1.054,                  2.489,                0.83681,                 1.0009,               0.006568,               0.006568,               0.006568
                    107,                  1.157,                  2.422,                 1.1231,                 1.0213,                0.63978,                 0.1752,                0.18498,                0.11536,                0.60534,                0.15924,                0.16255,                0.08528,                 1.0527,                 2.4851,                0.83443,                 1.0006,               0.006535,               0.006535,               0.006535
                    108,                 1.1693,                 2.4457,                 1.1371,                 1.0232,                0.57619,                0.17964,                0.18128,                0.11251,                0.51225,                 0.1753,                0.15712,                0.08242,                 1.0492,                 2.4854,                0.83371,                0.99941,               0.006502,               0.006502,               0.006502
                    109,                 1.1603,                 2.4327,                 1.1439,                 1.0195,                0.54313,                0.19178,                0.18389,                0.11287,                0.51365,                0.17341,                0.15872,                0.08255,                 1.0508,                 2.4858,                 0.8337,                0.99928,               0.006469,               0.006469,               0.006469
                    110,                 1.1564,                 2.4177,                 1.1367,                 1.0192,                0.56539,                0.19747,                0.19075,                0.11748,                0.51447,                0.17818,                0.16415,                 0.0861,                 1.0441,                 2.4814,                0.82553,                0.99615,               0.006436,               0.006436,               0.006436
                    111,                 1.1666,                 2.4435,                 1.1503,                 1.0262,                0.57435,                0.19077,                0.19909,                0.12541,                0.53898,                  0.178,                0.17598,                 0.0924,                 1.0436,                 2.4809,                0.83108,                0.99574,               0.006403,               0.006403,               0.006403
                    112,                 1.1568,                  2.407,                 1.1357,                 1.0189,                0.57551,                0.19181,                0.19311,                0.11909,                0.55788,                0.15922,                 0.1693,                0.08877,                 1.0447,                 2.4827,                0.82751,                0.99622,                0.00637,                0.00637,                0.00637
                    113,                 1.1556,                 2.4074,                 1.1374,                   1.02,                0.60918,                0.18592,                0.18701,                0.11372,                0.54953,                0.16415,                0.15934,                 0.0823,                  1.043,                 2.4787,                0.82927,                0.99617,               0.006337,               0.006337,               0.006337
                    114,                 1.1609,                  2.403,                 1.1383,                   1.02,                0.59885,                0.18787,                0.18914,                 0.1145,                 0.5128,                0.16653,                0.16066,                0.08319,                 1.0438,                 2.4754,                0.82715,                0.99477,               0.006304,               0.006304,               0.006304
                    115,                 1.1569,                 2.4161,                 1.1349,                 1.0193,                 0.5557,                0.19115,                0.18625,                0.11426,                0.51038,                0.17207,                0.16176,                0.08362,                 1.0422,                 2.4745,                0.82941,                0.99381,               0.006271,               0.006271,               0.006271
                    116,                 1.1595,                 2.4226,                 1.1333,                 1.0207,                0.55244,                 0.1891,                0.18269,                0.11396,                0.51434,                0.17065,                0.16115,                0.08389,                 1.0426,                 2.4711,                0.82964,                0.99366,               0.006238,               0.006238,               0.006238
                    117,                 1.1579,                 2.4336,                 1.1488,                 1.0199,                0.55461,                0.18758,                0.18245,                0.11427,                0.52839,                0.17074,                0.16078,                0.08429,                 1.0422,                 2.4703,                0.83058,                0.99362,               0.006205,               0.006205,               0.006205
                    118,                  1.154,                 2.4322,                 1.1405,                 1.0174,                0.61222,                0.17705,                0.18125,                0.11372,                0.60219,                0.16108,                0.16125,                0.08382,                 1.0387,                 2.4679,                0.82482,                0.99286,               0.006172,               0.006172,               0.006172
                    119,                 1.1553,                  2.419,                 1.1441,                 1.0197,                0.52818,                0.18465,                0.18469,                 0.1148,                0.52017,                0.17013,                0.16134,                0.08364,                 1.0354,                 2.4705,                0.82588,                0.99319,               0.006139,               0.006139,               0.006139
                    120,                 1.1463,                 2.3985,                 1.1209,                 1.0154,                0.55618,                0.18454,                0.18347,                0.11364,                0.61453,                0.15242,                0.15981,                  0.082,                 1.0372,                 2.4643,                0.82051,                0.99466,               0.006106,               0.006106,               0.006106
                    121,                 1.1512,                 2.4066,                 1.1341,                 1.0189,                 0.5884,                0.18222,                0.18317,                0.11365,                0.53732,                0.16658,                0.15853,                0.08262,                  1.037,                 2.4638,                0.82317,                0.99389,               0.006073,               0.006073,               0.006073
                    122,                  1.158,                 2.4212,                 1.1183,                 1.0184,                0.70908,                0.16275,                0.18837,                0.11706,                0.65008,                0.14613,                0.16198,                0.08464,                 1.0364,                 2.4647,                 0.8201,                0.99305,                0.00604,                0.00604,                0.00604
                    123,                 1.1473,                 2.4025,                 1.1262,                  1.015,                0.65971,                0.17403,                0.19001,                0.11858,                0.50593,                0.17468,                0.16388,                0.08618,                 1.0354,                 2.4661,                0.82122,                0.99192,               0.006007,               0.006007,               0.006007
                    124,                 1.1511,                 2.3934,                  1.128,                 1.0174,                0.52997,                0.19242,                0.19034,                0.11833,                0.50308,                0.17391,                0.16343,                0.08626,                 1.0355,                 2.4689,                  0.822,                0.99172,               0.005974,               0.005974,               0.005974
                    125,                 1.1446,                 2.3977,                 1.1305,                 1.0167,                0.61923,                0.18625,                0.19136,                0.11864,                0.59652,                0.16732,                0.16513,                 0.0872,                 1.0349,                  2.472,                0.82085,                0.99141,               0.005941,               0.005941,               0.005941
                    126,                  1.148,                 2.3918,                 1.1182,                 1.0156,                0.56781,                0.19192,                0.19211,                0.12002,                0.53011,                0.17318,                0.16708,                0.08861,                 1.0365,                  2.467,                0.81765,                0.99145,               0.005908,               0.005908,               0.005908
                    127,                 1.1354,                 2.3883,                 1.1225,                  1.015,                0.59915,                0.19289,                0.19294,                0.11902,                0.63064,                0.15957,                0.16585,                0.08797,                 1.0371,                 2.4614,                0.81653,                 0.9913,               0.005875,               0.005875,               0.005875
                    128,                 1.1488,                 2.4014,                 1.1241,                  1.014,                0.65641,                   0.18,                0.19236,                 0.1192,                0.62297,                0.16308,                0.16779,                 0.0877,                 1.0341,                 2.4594,                0.82036,                0.99025,               0.005842,               0.005842,               0.005842
                    129,                 1.1433,                 2.3909,                 1.1273,                 1.0147,                 0.6413,                0.18195,                0.18974,                0.11703,                0.60367,                0.16595,                0.16532,                0.08561,                 1.0344,                 2.4508,                0.81983,                0.99077,               0.005809,               0.005809,               0.005809
                    130,                 1.1512,                  2.412,                 1.1307,                 1.0172,                0.56993,                0.18789,                0.19136,                0.11808,                 0.5282,                0.17125,                0.16542,                0.08625,                 1.0346,                 2.4531,                0.81784,                0.98996,               0.005776,               0.005776,               0.005776
                    131,                  1.147,                  2.398,                 1.1197,                 1.0178,                0.55878,                0.19021,                0.19405,                0.12006,                0.51932,                0.17166,                0.16733,                0.08781,                 1.0331,                 2.4555,                0.81584,                0.98998,               0.005743,               0.005743,               0.005743
                    132,                  1.144,                 2.3832,                  1.118,                 1.0137,                0.56887,                0.20037,                0.19562,                 0.1212,                0.53229,                0.16658,                0.16878,                0.08876,                 1.0324,                 2.4578,                0.81478,                 0.9893,                0.00571,                0.00571,                0.00571
                    133,                  1.149,                 2.4067,                 1.1304,                 1.0161,                0.58461,                0.20532,                0.19606,                0.12135,                 0.5407,                0.18395,                0.17005,                 0.0878,                 1.0326,                 2.4565,                0.81567,                0.98973,               0.005677,               0.005677,               0.005677
                    134,                 1.1544,                 2.4009,                 1.1247,                 1.0184,                0.57702,                0.19313,                0.19873,                0.12361,                0.54976,                0.18014,                0.17237,                0.08972,                 1.0346,                  2.456,                0.81511,                0.99049,               0.005644,               0.005644,               0.005644
                    135,                   1.14,                 2.3815,                  1.123,                 1.0163,                0.57042,                0.18568,                0.21221,                0.13296,                0.55096,                0.17352,                0.18535,                0.09864,                 1.0334,                 2.4576,                0.81604,                0.98842,               0.005611,               0.005611,               0.005611
                    136,                 1.1407,                  2.374,                 1.1198,                 1.0135,                0.54121,                0.18633,                0.19839,                0.12176,                 0.5966,                0.16406,                0.17166,                0.08979,                 1.0311,                 2.4552,                0.81375,                0.98762,               0.005578,               0.005578,               0.005578
                    137,                 1.1436,                 2.3905,                 1.1148,                 1.0147,                0.57873,                0.18375,                0.20809,                0.12958,                0.53932,                0.16496,                0.18129,                0.09637,                 1.0312,                 2.4567,                0.81365,                0.98844,               0.005545,               0.005545,               0.005545
                    138,                 1.1404,                 2.3808,                  1.126,                 1.0146,                0.60743,                0.18045,                0.20855,                0.13074,                0.55815,                0.16726,                0.18159,                0.09655,                   1.03,                 2.4559,                0.81359,                0.98785,               0.005512,               0.005512,               0.005512
                    139,                  1.144,                 2.4027,                 1.1228,                 1.0141,                0.62657,                  0.169,                0.20612,                0.12944,                0.55277,                0.16531,                0.17841,                0.09587,                 1.0293,                 2.4507,                0.81458,                0.98795,               0.005479,               0.005479,               0.005479
                    140,                  1.138,                  2.399,                  1.125,                 1.0115,                0.67339,                0.17415,                0.20619,                 0.1297,                0.62169,                0.15665,                0.18043,                0.09652,                 1.0255,                 2.4517,                 0.8129,                0.98587,               0.005446,               0.005446,               0.005446
                    141,                 1.1333,                 2.3807,                 1.1095,                 1.0089,                0.67256,                0.17542,                0.20637,                0.13073,                0.61043,                0.15584,                0.18147,                0.09754,                 1.0264,                 2.4501,                 0.8119,                0.98601,               0.005413,               0.005413,               0.005413
                    142,                 1.1323,                 2.3756,                 1.1106,                 1.0094,                0.66396,                0.17699,                0.20603,                0.13123,                0.61991,                0.16122,                0.18408,                0.09812,                 1.0255,                 2.4516,                 0.8114,                0.98519,                0.00538,                0.00538,                0.00538
                    143,                 1.1315,                 2.3693,                 1.1235,                 1.0135,                0.64775,                0.18207,                0.20687,                0.13098,                0.60586,                0.16386,                0.18343,                0.09804,                 1.0241,                 2.4535,                0.81006,                0.98502,               0.005347,               0.005347,               0.005347
                    144,                 1.1395,                 2.3924,                 1.1225,                  1.014,                0.57088,                  0.183,                0.20686,                0.13145,                0.51926,                0.16244,                0.18186,                0.09735,                 1.0247,                 2.4503,                0.80886,                 0.9853,               0.005314,               0.005314,               0.005314
                    145,                 1.1332,                 2.3639,                 1.1267,                 1.0111,                 0.5933,                0.18529,                0.20742,                0.13194,                 0.5658,                0.17336,                0.18383,                 0.0984,                 1.0232,                 2.4481,                 0.8094,                0.98466,               0.005281,               0.005281,               0.005281
                    146,                 1.1308,                 2.3809,                 1.1182,                 1.0123,                0.60303,                0.18482,                0.20669,                 0.1321,                0.55856,                0.17363,                0.18286,                0.09849,                 1.0226,                 2.4514,                0.80776,                0.98421,               0.005248,               0.005248,               0.005248
                    147,                 1.1414,                 2.3878,                  1.116,                 1.0138,                0.59864,                0.18696,                 0.2075,                0.13221,                0.55099,                 0.1707,                0.18384,                0.09811,                 1.0224,                 2.4515,                0.80699,                0.98511,               0.005215,               0.005215,               0.005215
                    148,                 1.1316,                 2.3675,                 1.1144,                  1.005,                0.61619,                0.18823,                0.20768,                 0.1318,                0.57885,                0.16845,                0.18423,                0.09813,                 1.0225,                 2.4537,                0.80634,                0.98539,               0.005182,               0.005182,               0.005182
                    149,                 1.1335,                 2.3643,                 1.1074,                 1.0076,                0.60591,                0.18792,                0.21009,                0.13358,                0.55567,                0.17335,                0.18648,                0.09916,                 1.0224,                 2.4514,                0.80588,                0.98567,               0.005149,               0.005149,               0.005149
                    150,                 1.1276,                 2.3607,                 1.1141,                 1.0071,                0.63057,                0.19112,                0.20982,                0.13408,                0.56922,                 0.1748,                0.18696,                0.09896,                 1.0216,                 2.4497,                0.80473,                0.98547,               0.005116,               0.005116,               0.005116
                    151,                 1.1268,                 2.3572,                 1.1059,                  1.009,                0.61954,                0.19083,                0.20317,                0.12866,                0.58074,                0.17313,                0.18063,                0.09463,                 1.0211,                 2.4471,                0.80358,                0.98521,               0.005083,               0.005083,               0.005083
                    152,                 1.1303,                 2.3684,                 1.1111,                 1.0098,                0.64553,                0.18712,                0.20381,                0.12806,                0.59378,                0.17172,                0.17982,                0.09408,                 1.0199,                 2.4451,                0.80326,                0.98438,                0.00505,                0.00505,                0.00505
                    153,                 1.1256,                 2.3612,                 1.1128,                 1.0092,                0.60203,                0.19094,                0.21013,                0.13306,                0.57089,                  0.174,                0.18688,                0.09895,                 1.0205,                 2.4424,                0.80262,                0.98448,               0.005017,               0.005017,               0.005017
                    154,                 1.1326,                 2.3775,                 1.1252,                 1.0099,                0.60476,                0.19461,                0.21106,                0.13309,                0.57468,                0.17419,                0.18657,                 0.0994,                 1.0214,                 2.4413,                0.80281,                0.98539,               0.004984,               0.004984,               0.004984
                    155,                 1.1295,                 2.3698,                 1.1144,                 1.0106,                  0.616,                0.19127,                0.21136,                0.13333,                0.58397,                0.17304,                0.18786,                0.10044,                 1.0218,                 2.4393,                0.80193,                0.98516,               0.004951,               0.004951,               0.004951
                    156,                 1.1297,                 2.3612,                 1.1037,                 1.0087,                0.62785,                0.19203,                0.21288,                0.13458,                0.59628,                0.17293,                0.18938,                0.10076,                 1.0224,                 2.4388,                0.80222,                0.98534,               0.004918,               0.004918,               0.004918
                    157,                 1.1336,                 2.3719,                  1.107,                 1.0111,                0.62213,                0.19352,                0.20623,                0.12974,                0.59295,                 0.1725,                0.18221,                0.09562,                 1.0232,                 2.4393,                 0.8011,                0.98503,               0.004885,               0.004885,               0.004885
                    158,                 1.1236,                 2.3708,                 1.1049,                 1.0074,                0.58862,                0.19406,                0.20388,                0.12813,                0.56316,                0.17541,                0.18011,                0.09419,                 1.0235,                 2.4395,                0.80093,                0.98543,               0.004852,               0.004852,               0.004852
                    159,                  1.129,                 2.3523,                 1.0997,                 1.0079,                0.59544,                0.19919,                0.20015,                 0.1257,                0.56411,                0.18476,                0.17801,                 0.0922,                 1.0233,                 2.4401,                  0.801,                0.98474,               0.004819,               0.004819,               0.004819
                    160,                 1.1229,                 2.3566,                 1.1024,                 1.0036,                0.58606,                0.19713,                0.20125,                0.12681,                0.55884,                0.17698,                0.17835,                 0.0931,                 1.0233,                 2.4403,                0.80133,                0.98463,               0.004786,               0.004786,               0.004786
                    161,                 1.1273,                 2.3538,                 1.1004,                  1.001,                0.57861,                0.20202,                0.19935,                0.12593,                0.58048,                0.17183,                0.17904,                0.09204,                  1.023,                 2.4407,                0.80174,                0.98424,               0.004753,               0.004753,               0.004753
                    162,                 1.1223,                 2.3559,                 1.1025,                 1.0095,                0.57038,                0.20358,                0.20083,                0.12648,                0.55316,                0.18605,                 0.1802,                0.09321,                 1.0226,                 2.4388,                0.80115,                0.98405,                0.00472,                0.00472,                0.00472
                    163,                 1.1339,                 2.3649,                 1.1069,                 1.0109,                0.57136,                0.20577,                0.19831,                0.12465,                0.55156,                0.18857,                0.17748,                 0.0917,                 1.0223,                 2.4392,                 0.8006,                0.98383,               0.004687,               0.004687,               0.004687
                    164,                 1.1192,                 2.3467,                 1.1067,                 1.0058,                0.57609,                0.20928,                0.19887,                0.12479,                0.55196,                0.18954,                0.17734,                0.09163,                 1.0223,                 2.4397,                0.79979,                0.98361,               0.004654,               0.004654,               0.004654
                    165,                 1.1253,                 2.3616,                 1.1021,                 1.0041,                0.55372,                0.20495,                0.19694,                 0.1235,                0.53642,                0.18826,                0.17633,                0.09069,                 1.0226,                 2.4403,                0.79945,                0.98364,               0.004621,               0.004621,               0.004621
                    166,                 1.1196,                 2.3591,                 1.0867,                 1.0002,                0.54562,                0.20592,                0.19707,                0.12375,                0.56256,                0.17651,                0.17614,                0.09075,                 1.0219,                 2.4384,                 0.7978,                0.98339,               0.004588,               0.004588,               0.004588
                    167,                 1.1258,                 2.3633,                 1.1042,                 1.0062,                0.54319,                0.20596,                0.19715,                0.12402,                0.54855,                0.18502,                0.17648,                0.09109,                 1.0208,                 2.4373,                0.79781,                0.98344,               0.004555,               0.004555,               0.004555
                    168,                 1.1127,                 2.3364,                  1.104,                 1.0039,                0.55226,                0.20761,                0.19848,                0.12476,                 0.5307,                0.18868,                0.17751,                0.09177,                 1.0203,                 2.4375,                0.79767,                0.98341,               0.004522,               0.004522,               0.004522
                    169,                 1.1165,                 2.3471,                 1.0942,                 1.0058,                0.54095,                0.20667,                0.19849,                0.12494,                0.57765,                0.17963,                  0.178,                0.09238,                 1.0194,                 2.4363,                0.79698,                0.98316,               0.004489,               0.004489,               0.004489
                    170,                 1.1269,                  2.352,                 1.1018,                 1.0089,                0.55739,                0.20889,                0.19811,                0.12405,                0.57899,                0.17994,                0.17768,                0.09208,                 1.0194,                 2.4355,                0.79687,                0.98346,               0.004456,               0.004456,               0.004456
                    171,                 1.1147,                 2.3337,                 1.0924,                 1.0018,                0.55677,                 0.2095,                0.19842,                0.12374,                0.56847,                0.17712,                0.17714,                 0.0924,                  1.019,                 2.4329,                0.79659,                 0.9833,               0.004423,               0.004423,               0.004423
                    172,                 1.1124,                  2.348,                 1.0917,                 1.0049,                0.55684,                0.20992,                0.19864,                0.12448,                0.57895,                0.17559,                 0.1778,                0.09246,                 1.0189,                  2.433,                0.79608,                0.98359,                0.00439,                0.00439,                0.00439
                    173,                   1.12,                 2.3442,                 1.0846,                 1.0033,                0.55422,                0.20954,                 0.1988,                0.12513,                0.56709,                0.17546,                0.17803,                0.09275,                 1.0191,                 2.4324,                0.79609,                0.98347,               0.004357,               0.004357,               0.004357
                    174,                 1.1183,                 2.3367,                 1.1013,                 1.0031,                0.55011,                0.21067,                 0.1995,                0.12523,                0.57972,                0.17605,                0.17913,                 0.0926,                 1.0192,                 2.4328,                0.79562,                0.98348,               0.004324,               0.004324,               0.004324
                    175,                 1.1149,                 2.3529,                 1.0958,                 1.0013,                0.55286,                0.20992,                0.19957,                0.12483,                0.57028,                0.17222,                0.17802,                0.09216,                 1.0194,                 2.4319,                0.79548,                0.98324,               0.004291,               0.004291,               0.004291
                    176,                 1.1186,                 2.3439,                 1.0884,                 1.0013,                0.55143,                 0.2095,                0.19951,                0.12511,                0.57073,                0.17266,                0.17784,                  0.092,                 1.0195,                 2.4316,                0.79538,                0.98298,               0.004258,               0.004258,               0.004258
                    177,                 1.1132,                 2.3381,                 1.0947,                 1.0033,                0.54933,                 0.2123,                0.20029,                0.12538,                0.55545,                0.16694,                0.17798,                0.09189,                 1.0188,                 2.4302,                0.79546,                 0.9825,               0.004225,               0.004225,               0.004225
                    178,                 1.1136,                 2.3451,                 1.0848,                0.99863,                0.54801,                0.20948,                0.19959,                0.12518,                0.54999,                0.16555,                0.17814,                0.09171,                 1.0182,                  2.429,                0.79551,                0.98167,               0.004192,               0.004192,               0.004192
                    179,                 1.1138,                 2.3321,                 1.0903,                      1,                 0.5482,                0.20912,                0.20048,                0.12577,                0.55329,                0.16735,                 0.1767,                0.09161,                 1.0177,                 2.4289,                0.79531,                0.98128,               0.004159,               0.004159,               0.004159
                    180,                 1.1144,                 2.3337,                 1.0981,                 0.9999,                0.54346,                0.20988,                0.20089,                0.12591,                0.56598,                0.16831,                0.17719,                  0.092,                 1.0179,                 2.4279,                 0.7953,                0.98136,               0.004126,               0.004126,               0.004126
                    181,                 1.1132,                 2.3346,                 1.0998,                 1.0025,                0.54469,                0.21207,                0.20153,                0.12634,                0.57054,                0.16871,                0.17739,                0.09233,                 1.0179,                 2.4269,                0.79555,                0.98122,               0.004093,               0.004093,               0.004093
                    182,                  1.114,                 2.3311,                 1.0864,                 1.0005,                0.54399,                0.21444,                0.20137,                0.12631,                0.55396,                 0.1705,                0.17748,                0.09244,                 1.0181,                 2.4274,                0.79555,                0.98124,                0.00406,                0.00406,                0.00406
                    183,                 1.1088,                 2.3182,                 1.0908,                 1.0012,                0.54701,                0.21403,                 0.2031,                0.12721,                0.57486,                0.16675,                0.17823,                0.09307,                 1.0175,                 2.4269,                0.79535,                0.98098,               0.004027,               0.004027,               0.004027
                    184,                 1.1087,                 2.3302,                 1.0844,                 1.0012,                0.55067,                0.21762,                0.20327,                0.12738,                0.56709,                0.16606,                0.17796,                0.09278,                 1.0171,                 2.4272,                0.79501,                0.98097,               0.003994,               0.003994,               0.003994
                    185,                 1.1074,                 2.3132,                 1.0821,                0.99965,                 0.5519,                0.21864,                0.20455,                0.12828,                0.56255,                0.16691,                0.17895,                0.09335,                  1.017,                 2.4269,                0.79455,                0.98063,               0.003961,               0.003961,               0.003961
                    186,                 1.1119,                   2.33,                 1.0886,                0.99985,                0.55385,                0.21757,                0.20371,                0.12727,                0.55144,                0.16707,                0.17776,                0.09274,                 1.0166,                 2.4264,                0.79364,                0.98062,               0.003928,               0.003928,               0.003928
                    187,                 1.1052,                 2.3147,                 1.0806,                0.99478,                0.55104,                0.21703,                  0.204,                0.12726,                0.55296,                0.16876,                0.17805,                0.09297,                  1.017,                 2.4265,                0.79341,                0.98067,               0.003895,               0.003895,               0.003895
                    188,                 1.1021,                 2.2997,                 1.0897,                0.99696,                0.54749,                0.21708,                0.20376,                0.12713,                0.52201,                0.18961,                0.17842,                 0.0929,                 1.0169,                 2.4259,                0.79361,                0.98043,               0.003862,               0.003862,               0.003862
                    189,                 1.1059,                 2.3261,                 1.0717,                0.99653,                 0.5457,                0.21485,                0.20302,                0.12707,                0.51749,                0.18611,                0.17739,                0.09281,                 1.0165,                 2.4249,                0.79305,                0.98013,               0.003829,               0.003829,               0.003829
                    190,                 1.1043,                 2.3019,                 1.0847,                0.99662,                 0.5426,                0.21446,                0.20283,                0.12703,                0.55472,                0.17206,                0.18026,                0.09281,                 1.0161,                 2.4249,                0.79302,                0.98004,               0.003796,               0.003796,               0.003796
                    191,                 1.1031,                 2.3173,                 1.0709,                0.99937,                0.54343,                 0.2138,                0.20344,                0.12747,                0.52168,                0.18717,                0.18144,                0.09308,                 1.0165,                 2.4252,                0.79287,                0.98008,               0.003763,               0.003763,               0.003763
                    192,                 1.0968,                 2.3098,                  1.089,                0.99411,                0.53995,                0.21492,                0.20299,                0.12723,                0.54636,                0.18018,                0.18067,                0.09325,                 1.0167,                 2.4245,                0.79316,                0.98018,                0.00373,                0.00373,                0.00373
                    193,                 1.1006,                 2.2955,                 1.0791,                0.99436,                0.54053,                0.21639,                0.20334,                0.12751,                0.53308,                0.18137,                0.18117,                0.09374,                  1.017,                 2.4254,                0.79283,                0.98049,               0.003697,               0.003697,               0.003697
                    194,                 1.0977,                  2.324,                 1.0757,                0.99629,                0.53764,                0.21434,                0.20433,                0.12811,                0.51926,                0.19066,                0.18296,                0.09471,                  1.017,                 2.4253,                0.79269,                0.98032,               0.003664,               0.003664,               0.003664
                    195,                 1.0938,                 2.3079,                 1.0739,                0.99295,                 0.5327,                0.21252,                0.20453,                0.12806,                0.52199,                 0.1901,                0.18306,                 0.0948,                 1.0168,                 2.4253,                 0.7925,                0.98032,               0.003631,               0.003631,               0.003631
                    196,                 1.0962,                  2.307,                 1.0766,                0.99525,                0.53244,                0.21299,                0.20499,                0.12874,                0.51961,                0.19092,                0.18379,                0.09535,                 1.0171,                 2.4253,                0.79247,                0.98031,               0.003598,               0.003598,               0.003598
                    197,                 1.0968,                  2.303,                 1.0691,                 0.9957,                0.53589,                0.21305,                0.20494,                0.12903,                 0.5675,                0.17545,                0.18253,                0.09469,                 1.0168,                 2.4255,                0.79172,                 0.9805,               0.003565,               0.003565,               0.003565
                    198,                 1.1055,                 2.3137,                 1.0904,                 0.9963,                 0.5358,                0.21304,                0.20529,                0.12923,                0.57493,                0.17525,                0.18265,                0.09494,                 1.0169,                 2.4251,                0.79253,                 0.9805,               0.003532,               0.003532,               0.003532
                    199,                 1.0971,                 2.3068,                  1.088,                 0.9962,                0.53886,                0.21261,                0.20531,                0.12923,                0.56575,                0.17553,                0.18295,                0.09491,                 1.0167,                 2.4259,                0.79259,                0.98046,               0.003499,               0.003499,               0.003499
                    200,                 1.0931,                 2.2963,                 1.0757,                0.98991,                0.53908,                0.21227,                0.20575,                0.13019,                0.56622,                0.17497,                0.18366,                0.09586,                 1.0164,                 2.4248,                0.79278,                0.98047,               0.003466,               0.003466,               0.003466
                    201,                  1.092,                 2.2942,                 1.0702,                 0.9948,                0.53568,                0.21235,                 0.2058,                0.13012,                 0.5642,                0.17509,                0.18358,                0.09586,                  1.016,                 2.4251,                0.79271,                0.98022,               0.003433,               0.003433,               0.003433
                    202,                 1.0936,                 2.3039,                  1.071,                0.99371,                0.53625,                0.21303,                0.20651,                0.13049,                0.57018,                0.17409,                0.18405,                0.09639,                 1.0158,                 2.4251,                0.79285,                0.98012,                 0.0034,                 0.0034,                 0.0034
                    203,                 1.0975,                 2.3129,                 1.0713,                0.99347,                 0.5377,                0.21262,                 0.2067,                0.13065,                0.57186,                0.17406,                0.18396,                0.09648,                 1.0158,                 2.4247,                0.79299,                0.98003,               0.003367,               0.003367,               0.003367
                    204,                 1.0996,                 2.2945,                 1.0931,                0.99034,                0.53814,                 0.2155,                0.20662,                0.13029,                0.57603,                0.17383,                0.18381,                0.09633,                 1.0158,                 2.4247,                0.79309,                0.97995,               0.003334,               0.003334,               0.003334
                    205,                 1.0888,                 2.2849,                  1.075,                0.99176,                0.54182,                  0.211,                0.20638,                0.13064,                0.56412,                0.17512,                0.18447,                0.09655,                 1.0158,                 2.4236,                0.79297,                0.97999,               0.003301,               0.003301,               0.003301
