                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    103,                 1.0844,                 2.3009,                 1.0816,                 1.0082,                0.64608,                0.18827,                0.22152,                0.13885,                0.54743,                0.17166,                0.19066,                0.10072,                0.98668,                 2.4087,                0.78158,                0.98914,              0.0050005,              0.0050005,              0.0050005
                    104,                 1.0815,                 2.2847,                 1.0798,                 1.0055,                0.60428,                0.20711,                0.21699,                0.13493,                0.64393,                0.17609,                0.18552,                 0.0944,                0.98372,                 2.4001,                0.78255,                0.98938,               0.004951,               0.004951,               0.004951
                    105,                 1.0814,                 2.2873,                  1.072,                 1.0043,                0.59848,                 0.1901,                0.22178,                0.13978,                0.62574,                0.16416,                0.19608,                0.10162,                0.98962,                 2.3968,                 0.7773,                0.99304,              0.0049015,              0.0049015,              0.0049015
                    106,                 1.0759,                  2.287,                 1.0716,                 1.0075,                0.52431,                0.21245,                0.21242,                0.13219,                0.50281,                0.18793,                0.18477,                 0.0943,                 0.9866,                  2.393,                0.77575,                0.98969,               0.004852,               0.004852,               0.004852
                    107,                 1.0725,                 2.2874,                 1.0537,                 1.0036,                0.58514,                0.20411,                0.22541,                0.13937,                0.56728,                 0.1747,                0.19521,                0.10334,                0.98594,                 2.3866,                0.77553,                0.98859,              0.0048025,              0.0048025,              0.0048025
                    108,                 1.0859,                 2.3043,                 1.0674,                 1.0066,                  0.612,                0.19364,                0.22123,                0.14054,                0.59068,                0.17006,                0.19529,                0.10426,                0.98133,                 2.3796,                 0.7715,                0.98675,               0.004753,               0.004753,               0.004753
                    109,                 1.0761,                 2.2992,                 1.0757,                 1.0006,                0.59973,                0.19692,                0.22083,                0.14072,                0.57248,                0.17872,                0.19681,                0.10428,                0.98324,                 2.3807,                0.77416,                0.98639,              0.0047035,              0.0047035,              0.0047035
                    110,                 1.0687,                 2.2696,                 1.0697,                 1.0038,                0.58859,                0.19965,                0.21369,                0.13438,                0.58599,                0.17548,                0.18811,                0.09621,                 0.9778,                 2.3821,                0.76828,                0.98601,               0.004654,               0.004654,               0.004654
                    111,                 1.0803,                 2.3033,                 1.0746,                 1.0087,                0.59584,                0.19875,                 0.2292,                0.14577,                 0.5804,                0.17787,                0.20524,                0.10803,                0.97919,                 2.3749,                0.76942,                0.98635,              0.0046045,              0.0046045,              0.0046045
                    112,                 1.0759,                 2.2652,                 1.0666,                 1.0033,                0.60952,                0.20059,                0.23144,                0.14611,                0.61323,                0.17764,                0.20568,                0.10717,                0.97773,                 2.3779,                0.77141,                0.98522,               0.004555,               0.004555,               0.004555
                    113,                 1.0679,                 2.2691,                 1.0619,                 1.0024,                0.60778,                0.20527,                0.21749,                0.13618,                0.59719,                0.18565,                0.19158,                0.09754,                0.97391,                 2.3828,                 0.7703,                0.98405,              0.0045055,              0.0045055,              0.0045055
                    114,                 1.0681,                 2.2594,                 1.0605,                      1,                0.57094,                 0.2015,                0.21066,                0.13288,                0.53995,                0.18591,                0.18403,                0.09515,                0.97256,                 2.3748,                0.76516,                0.98289,               0.004456,               0.004456,               0.004456
                    115,                  1.065,                 2.2776,                 1.0602,                 1.0006,                0.59848,                0.20143,                0.21344,                0.13453,                0.57312,                0.18498,                0.18955,                0.09691,                0.97226,                 2.3716,                0.76064,                 0.9819,              0.0044065,              0.0044065,              0.0044065
                    116,                  1.067,                 2.2842,                 1.0575,                0.99788,                0.60221,                0.19755,                0.21589,                0.13446,                0.56276,                0.17991,                0.18748,                0.09773,                0.97112,                 2.3606,                0.76098,                0.98122,               0.004357,               0.004357,               0.004357
                    117,                 1.0712,                 2.2792,                 1.0778,                 1.0019,                0.56271,                0.21925,                0.23181,                0.14506,                0.56993,                0.18507,                0.20229,                0.10797,                 0.9717,                 2.3564,                0.76296,                0.98144,              0.0043075,              0.0043075,              0.0043075
                    118,                 1.0623,                 2.2932,                  1.066,                0.99866,                0.56229,                0.22397,                 0.2135,                0.13405,                0.53108,                  0.199,                0.18814,                0.09844,                0.97266,                 2.3549,                0.76009,                0.98199,               0.004258,               0.004258,               0.004258
                    119,                 1.0647,                 2.2735,                 1.0674,                0.99756,                0.45257,                0.22737,                0.21999,                0.13794,                0.41191,                0.19946,                0.19091,                0.10123,                0.97061,                 2.3618,                0.75875,                0.98235,              0.0042085,              0.0042085,              0.0042085
                    120,                  1.056,                 2.2511,                 1.0476,                0.99567,                0.43947,                0.22781,                0.21835,                0.13668,                0.56217,                0.18193,                   0.19,                0.09789,                0.96985,                   2.36,                0.75756,                0.98133,               0.004159,               0.004159,               0.004159
                    121,                 1.0646,                 2.2664,                  1.059,                0.99931,                 0.5462,                0.23075,                0.22128,                0.13809,                0.55969,                 0.1766,                 0.1904,                0.09853,                0.96939,                 2.3571,                   0.76,                0.98147,              0.0041095,              0.0041095,              0.0041095
                    122,                 1.0741,                 2.2779,                 1.0495,                0.99991,                0.55516,                0.22899,                0.22783,                0.14435,                0.65669,                0.16106,                0.19739,                 0.1045,                 0.9708,                 2.3588,                0.75664,                 0.9828,                0.00406,                0.00406,                0.00406
                    123,                 1.0568,                 2.2566,                 1.0502,                0.99424,                0.55367,                0.22899,                 0.2264,                0.14184,                0.56105,                0.18373,                0.19567,                0.10304,                 0.9728,                 2.3595,                0.75463,                0.98437,              0.0040105,              0.0040105,              0.0040105
                    124,                 1.0613,                 2.2431,                 1.0491,                0.99732,                0.59263,                0.20731,                0.24261,                0.15566,                0.58809,                0.17588,                0.21247,                0.11522,                0.97272,                 2.3509,                0.75482,                0.98246,               0.003961,               0.003961,               0.003961
                    125,                 1.0537,                  2.238,                 1.0515,                0.99641,                0.58515,                0.21945,                0.24261,                0.15115,                0.58749,                0.16812,                0.20647,                 0.1104,                0.97311,                  2.353,                0.75295,                0.98199,              0.0039115,              0.0039115,              0.0039115
                    126,                 1.0607,                 2.2389,                 1.0458,                0.99882,                  0.563,                0.23672,                 0.2429,                0.15216,                0.59703,                0.16848,                0.20734,                0.11095,                0.97072,                 2.3493,                0.75343,                0.98147,               0.003862,               0.003862,               0.003862
                    127,                 1.0462,                 2.2378,                 1.0456,                0.99598,                0.54809,                 0.2361,                0.24325,                0.15217,                0.57777,                0.16806,                0.21176,                0.11187,                0.96962,                 2.3465,                0.75377,                 0.9807,              0.0038125,              0.0038125,              0.0038125
                    128,                 1.0561,                 2.2445,                 1.0439,                0.99247,                0.54895,                0.24172,                0.24287,                0.15449,                0.57745,                0.17481,                0.21077,                0.11192,                0.96847,                 2.3422,                0.75639,                0.98036,               0.003763,               0.003763,               0.003763
                    129,                  1.048,                   2.24,                 1.0458,                 0.9918,                0.56604,                0.22948,                0.24385,                0.15484,                0.61676,                0.17451,                0.21156,                0.11247,                0.96914,                  2.342,                0.75297,                0.98078,              0.0037135,              0.0037135,              0.0037135
                    130,                 1.0534,                 2.2432,                 1.0494,                0.99483,                0.55324,                 0.2267,                 0.2328,                0.14489,                0.59427,                0.17774,                0.20039,                0.10517,                0.96887,                 2.3417,                0.75152,                0.98038,               0.003664,               0.003664,               0.003664
                    131,                 1.0452,                 2.2316,                 1.0357,                0.99347,                0.56083,                0.22606,                 0.2414,                 0.1539,                0.56935,                0.18552,                 0.2116,                0.11169,                0.96628,                 2.3365,                0.74888,                0.97894,              0.0036145,              0.0036145,              0.0036145
                    132,                 1.0493,                 2.2216,                 1.0363,                0.99277,                 0.4627,                0.23152,                0.24617,                0.15686,                0.52457,                0.19516,                0.21353,                 0.1126,                0.96417,                  2.337,                0.74625,                0.97828,               0.003565,               0.003565,               0.003565
                    133,                 1.0495,                 2.2392,                  1.046,                0.99366,                0.45034,                 0.2391,                0.24728,                0.15606,                0.56621,                0.18552,                0.21371,                0.11346,                0.96407,                 2.3324,                 0.7472,                0.97796,              0.0035155,              0.0035155,              0.0035155
                    134,                 1.0503,                 2.2301,                 1.0385,                0.99297,                0.54943,                0.23717,                0.24751,                0.15619,                0.56813,                0.18277,                0.21232,                0.11181,                0.96458,                 2.3324,                0.74505,                0.97787,               0.003466,               0.003466,               0.003466
                    135,                 1.0399,                 2.2182,                 1.0387,                0.99515,                0.54935,                0.23598,                0.24846,                0.15895,                0.59671,                0.17968,                0.21551,                0.11498,                0.96238,                 2.3276,                0.74548,                0.97723,              0.0034165,              0.0034165,              0.0034165
                    136,                 1.0384,                 2.1992,                 1.0333,                0.99091,                0.55174,                0.23747,                0.24912,                0.15957,                0.51702,                0.20242,                0.21547,                0.11519,                0.96201,                 2.3263,                0.74619,                0.97735,               0.003367,               0.003367,               0.003367
                    137,                 1.0402,                 2.2204,                 1.0274,                0.99172,                0.55119,                 0.2342,                0.25105,                0.16146,                0.53574,                0.20138,                0.21755,                0.11611,                0.96101,                 2.3254,                0.74329,                0.97805,              0.0033175,              0.0033175,              0.0033175
                    138,                 1.0398,                 2.2087,                 1.0362,                0.99029,                0.49301,                0.26137,                0.24933,                0.15875,                0.45352,                0.22514,                0.21436,                0.11448,                0.96225,                 2.3236,                0.74461,                0.97872,               0.003268,               0.003268,               0.003268
                    139,                  1.048,                 2.2203,                 1.0354,                0.99055,                0.54784,                0.24417,                0.24945,                 0.1595,                0.51103,                0.21049,                0.21587,                 0.1157,                0.96297,                 2.3191,                0.74421,                0.97845,              0.0032185,              0.0032185,              0.0032185
                    140,                 1.0348,                 2.2113,                 1.0379,                0.98734,                0.54461,                0.24748,                 0.2492,                0.15893,                0.46916,                0.21815,                0.21267,                0.11532,                 0.9628,                 2.3193,                0.74446,                 0.9782,               0.003169,               0.003169,               0.003169
                    141,                   1.03,                 2.1936,                 1.0218,                0.98426,                0.47081,                0.25214,                0.24896,                0.15879,                0.45157,                0.21929,                0.21393,                0.11481,                0.96223,                 2.3189,                0.74385,                0.97797,              0.0031195,              0.0031195,              0.0031195
                    142,                 1.0334,                 2.2031,                 1.0208,                0.98543,                0.58751,                0.24127,                0.25172,                0.16072,                0.53204,                0.19824,                0.21419,                0.11502,                0.96116,                 2.3187,                0.74223,                0.97745,                0.00307,                0.00307,                0.00307
                    143,                 1.0275,                 2.1896,                  1.035,                 0.9881,                0.59146,                0.23384,                0.25164,                0.15945,                0.57119,                0.19115,                0.21466,                0.11448,                0.95863,                 2.3157,                0.74267,                0.97661,              0.0030205,              0.0030205,              0.0030205
                    144,                 1.0348,                 2.2036,                 1.0336,                0.98796,                0.57973,                0.23349,                0.24858,                0.15925,                0.59934,                 0.1885,                0.21476,                0.11336,                0.95709,                 2.3165,                0.74228,                0.97539,               0.002971,               0.002971,               0.002971
                    145,                 1.0264,                 2.1709,                 1.0327,                0.98552,                0.57967,                0.23338,                0.24995,                0.16007,                 0.6159,                0.18438,                 0.2162,                0.11319,                0.95616,                 2.3168,                0.74318,                 0.9751,              0.0029215,              0.0029215,              0.0029215
                    146,                  1.026,                  2.187,                 1.0269,                0.98624,                0.58866,                0.23798,                0.25286,                0.16037,                0.56644,                0.18616,                 0.2158,                0.11349,                0.95462,                 2.3182,                0.74092,                0.97453,               0.002872,               0.002872,               0.002872
                    147,                  1.031,                 2.1955,                 1.0189,                0.98589,                0.57807,                0.23935,                0.25356,                0.16134,                0.60521,                0.18602,                0.21737,                0.11323,                0.95309,                 2.3178,                0.73886,                0.97344,              0.0028225,              0.0028225,              0.0028225
                    148,                  1.023,                 2.1706,                 1.0201,                0.97928,                0.62768,                0.22192,                0.25289,                0.16025,                0.61176,                0.19313,                0.21821,                0.11324,                0.95202,                 2.3198,                0.73659,                0.97288,               0.002773,               0.002773,               0.002773
                    149,                 1.0236,                 2.1651,                 1.0076,                0.97963,                0.60395,                 0.2392,                0.25408,                0.16079,                0.59907,                0.18932,                0.21828,                0.11402,                0.94997,                 2.3176,                 0.7337,                0.97177,              0.0027235,              0.0027235,              0.0027235
                    150,                 1.0189,                 2.1692,                 1.0197,                0.97958,                 0.6148,                0.22335,                0.25278,                   0.16,                0.57899,                0.18925,                0.21512,                0.11351,                0.94966,                 2.3172,                 0.7332,                0.97165,               0.002674,               0.002674,               0.002674
                    151,                 1.0177,                 2.1527,                 1.0118,                0.98072,                0.62262,                0.22502,                0.25372,                0.15972,                0.58848,                0.19096,                0.21796,                0.11383,                0.95085,                  2.314,                0.73308,                0.97199,              0.0026245,              0.0026245,              0.0026245
                    152,                 1.0212,                 2.1614,                 1.0134,                0.98209,                0.49623,                0.23432,                0.24515,                0.15328,                0.56791,                0.18959,                0.20916,                0.10916,                0.95002,                 2.3121,                0.73195,                0.97176,               0.002575,               0.002575,               0.002575
                    153,                 1.0088,                 2.1558,                 1.0042,                0.97983,                0.49404,                0.23659,                0.24692,                0.15357,                0.45049,                0.20556,                0.21163,                0.11024,                0.95037,                 2.3103,                0.73186,                0.97175,              0.0025255,              0.0025255,              0.0025255
                    154,                 1.0151,                 2.1655,                 1.0232,                0.97853,                0.46577,                0.24657,                0.24401,                0.15374,                0.42194,                0.21168,                0.20934,                0.10969,                0.94954,                 2.3112,                0.73095,                0.97147,               0.002476,               0.002476,               0.002476
                    155,                 1.0143,                 2.1625,                 1.0134,                0.97979,                0.46374,                0.24116,                 0.2479,                0.15578,                0.42689,                 0.2088,                0.21178,                0.10979,                0.94934,                 2.3098,                0.73125,                0.97102,              0.0024265,              0.0024265,              0.0024265
                    156,                 1.0138,                 2.1552,                 1.0032,                0.98062,                0.45757,                0.24361,                0.24839,                 0.1558,                0.42025,                0.21011,                0.21253,                0.11058,                0.94936,                 2.3104,                0.73046,                0.97094,               0.002377,               0.002377,               0.002377
                    157,                 1.0127,                 2.1565,                 1.0026,                0.97885,                0.46247,                0.24402,                0.25002,                0.15634,                0.42536,                0.21071,                0.21403,                0.11035,                0.94978,                 2.3088,                0.72898,                0.97108,              0.0023275,              0.0023275,              0.0023275
                    158,                 1.0116,                 2.1471,                 1.0038,                0.97874,                0.47044,                0.24802,                0.25118,                0.15688,                0.43416,                0.21723,                0.21376,                0.11085,                0.94995,                 2.3124,                 0.7294,                0.97108,               0.002278,               0.002278,               0.002278
                    159,                 1.0088,                 2.1288,                0.99552,                0.97624,                0.47617,                0.25184,                0.25301,                0.15855,                0.43231,                0.21744,                 0.2157,                0.11162,                0.95014,                 2.3115,                0.72771,                0.97103,              0.0022285,              0.0022285,              0.0022285
                    160,                 1.0033,                 2.1262,                0.99696,                0.97293,                0.46985,                0.25124,                0.25275,                0.15799,                0.42739,                0.21824,                0.21473,                0.11217,                0.94962,                 2.3108,                0.72676,                0.97071,               0.002179,               0.002179,               0.002179
                    161,                 1.0082,                 2.1307,                0.99622,                0.97226,                0.48059,                0.24523,                0.25223,                 0.1582,                0.43872,                0.21505,                0.21427,                0.11251,                0.94971,                 2.3117,                0.72651,                0.97072,              0.0021295,              0.0021295,              0.0021295
                    162,                 1.0018,                 2.1282,                0.99592,                0.97822,                0.48446,                0.24463,                 0.2534,                0.15958,                0.44325,                0.21283,                0.21615,                0.11293,                0.94961,                 2.3092,                0.72601,                0.97074,                0.00208,                0.00208,                0.00208
                    163,                  1.012,                 2.1313,                 1.0008,                0.97878,                 0.4863,                0.24683,                0.25339,                0.15978,                0.44719,                0.21187,                0.21548,                0.11236,                0.94896,                 2.3115,                0.72543,                 0.9706,              0.0020305,              0.0020305,              0.0020305
                    164,                0.99891,                 2.1194,                 1.0001,                0.97394,                 0.4808,                0.25057,                0.25452,                  0.161,                0.44082,                0.21546,                0.21664,                0.11324,                0.94873,                 2.3107,                0.72503,                0.97047,               0.001981,               0.001981,               0.001981
                    165,                0.99993,                  2.123,                0.99403,                0.97023,                0.48229,                0.24979,                0.25407,                0.16032,                0.43267,                0.21893,                  0.216,                0.11298,                 0.9483,                 2.3129,                 0.7251,                0.97041,              0.0019315,              0.0019315,              0.0019315
                    166,                0.99586,                 2.1236,                0.97435,                0.96871,                0.48328,                0.25022,                0.25584,                0.16058,                0.45562,                0.22342,                0.21788,                0.11408,                0.94809,                 2.3117,                0.72482,                0.97032,               0.001882,               0.001882,               0.001882
                    167,                0.99866,                 2.1203,                0.99405,                0.97097,                0.48376,                 0.2502,                0.26263,                0.16549,                0.43259,                0.23439,                0.22499,                0.11925,                0.94838,                 2.3115,                0.72485,                0.97042,              0.0018325,              0.0018325,              0.0018325
                    168,                0.98939,                 2.0964,                0.99068,                0.97132,                0.48956,                0.25269,                 0.2632,                0.16639,                0.47079,                0.23099,                0.22485,                 0.1198,                0.94748,                 2.3095,                0.72452,                0.97013,               0.001783,               0.001783,               0.001783
                    169,                0.99018,                 2.1043,                0.97763,                0.97043,                0.49494,                 0.2562,                0.26203,                0.16583,                0.46708,                 0.2322,                0.22488,                 0.1197,                0.94702,                 2.3091,                0.72328,                0.96994,              0.0017335,              0.0017335,              0.0017335
                    170,                0.99585,                 2.1097,                0.98579,                0.97115,                0.51536,                0.26488,                0.26174,                0.16578,                 0.4774,                0.22889,                0.22503,                0.11953,                0.94695,                 2.3085,                0.72305,                0.96939,               0.001684,               0.001684,               0.001684
                    171,                0.98403,                 2.0849,                0.97722,                0.96622,                0.50074,                0.26719,                0.26067,                0.16542,                0.45732,                0.23054,                 0.2234,                0.11907,                0.94682,                 2.3079,                0.72218,                0.96919,              0.0016345,              0.0016345,              0.0016345
                    172,                0.98561,                  2.093,                0.97715,                0.96993,                0.49177,                0.27033,                0.26169,                0.16648,                0.45451,                0.23309,                0.22342,                0.11896,                0.94675,                 2.3091,                0.72163,                0.96907,               0.001585,               0.001585,               0.001585
                    173,                0.98666,                 2.0894,                0.96649,                0.96718,                0.48927,                0.27079,                0.26061,                0.16605,                 0.4779,                0.23088,                0.22179,                0.11888,                0.94618,                  2.309,                0.72077,                0.96859,              0.0015355,              0.0015355,              0.0015355
                    174,                0.98805,                 2.0761,                0.98281,                0.96783,                0.48819,                0.27467,                0.26136,                0.16649,                0.44875,                0.23222,                0.22308,                0.11944,                0.94527,                 2.3089,                0.72051,                0.96831,               0.001486,               0.001486,               0.001486
                    175,                0.97806,                 2.0824,                 0.9701,                0.96345,                 0.4841,                0.27598,                0.26134,                0.16647,                0.44969,                 0.2382,                0.22381,                0.11931,                0.94484,                 2.3099,                   0.72,                0.96831,              0.0014365,              0.0014365,              0.0014365
                    176,                0.98438,                 2.0753,                0.97407,                0.96426,                0.49732,                0.27722,                0.26151,                0.16845,                0.51353,                0.21986,                0.22517,                 0.1192,                0.94473,                 2.3102,                0.71999,                0.96831,               0.001387,               0.001387,               0.001387
                    177,                0.97547,                 2.0684,                0.96992,                0.96544,                0.49635,                0.27512,                0.26071,                0.16866,                0.46297,                0.23861,                0.22539,                0.11981,                0.94502,                 2.3106,                0.71995,                0.96844,              0.0013375,              0.0013375,              0.0013375
                    178,                0.97467,                 2.0749,                0.96078,                0.96069,                0.49524,                0.27543,                0.26106,                0.16837,                0.45967,                0.23807,                0.22614,                0.12007,                0.94426,                 2.3092,                0.71965,                0.96791,               0.001288,               0.001288,               0.001288
                    179,                0.97083,                  2.049,                0.96259,                0.96121,                0.50492,                0.27549,                0.26045,                0.16745,                0.46304,                0.23752,                0.22598,                 0.1201,                0.94377,                 2.3099,                0.71881,                0.96773,              0.0012385,              0.0012385,              0.0012385
                    180,                0.97444,                  2.056,                0.97393,                0.96139,                 0.5015,                0.27302,                0.26055,                0.16743,                0.46179,                0.23649,                0.22624,                0.11942,                 0.9437,                  2.311,                0.71871,                0.96779,               0.001189,               0.001189,               0.001189
                    181,                0.96728,                 2.0578,                0.97381,                0.96216,                0.52529,                0.27455,                0.26158,                0.16826,                0.49588,                0.24088,                0.22744,                0.12027,                0.94322,                 2.3094,                0.71869,                0.96757,              0.0011395,              0.0011395,              0.0011395
                    182,                 0.9693,                 2.0441,                0.95454,                0.96106,                 0.5003,                0.27245,                0.26108,                0.16858,                0.47091,                 0.2405,                0.22753,                0.12011,                0.94262,                   2.31,                0.71824,                0.96746,                0.00109,                0.00109,                0.00109
                    183,                0.96663,                 2.0341,                0.96363,                0.96122,                0.51913,                0.27711,                0.26241,                0.16931,                0.48709,                0.24329,                0.22788,                0.11997,                0.94245,                 2.3101,                0.71842,                 0.9675,              0.0010405,              0.0010405,              0.0010405
                    184,                0.96482,                 2.0433,                0.95201,                0.96061,                0.51906,                0.27935,                0.26354,                0.17006,                0.48367,                0.24231,                0.22861,                0.12085,                0.94224,                  2.311,                0.71802,                0.96736,               0.000991,               0.000991,               0.000991
                    185,                0.96181,                 2.0224,                0.95015,                0.95902,                0.51554,                0.27628,                0.26356,                0.17006,                0.47577,                0.24117,                0.22918,                0.12121,                0.94158,                 2.3107,                 0.7176,                0.96708,              0.0009415,              0.0009415,              0.0009415
                    186,                0.96424,                 2.0342,                0.95497,                0.95861,                0.52957,                0.27469,                0.26385,                0.17008,                0.52778,                 0.2193,                 0.2289,                0.12109,                 0.9414,                 2.3111,                0.71709,                0.96689,               0.000892,               0.000892,               0.000892
                    187,                0.95094,                 2.0025,                 0.9454,                0.95197,                0.55892,                0.26081,                 0.2651,                0.17058,                 0.5239,                0.22473,                0.23069,                0.12172,                0.94114,                 2.3109,                0.71698,                 0.9668,              0.0008425,              0.0008425,              0.0008425
                    188,                0.94621,                 1.9895,                0.95207,                 0.9533,                0.56048,                0.26238,                0.26509,                0.16865,                0.53184,                0.21734,                0.22975,                0.12158,                 0.9409,                 2.3106,                0.71688,                0.96651,               0.000793,               0.000793,               0.000793
                    189,                0.94773,                 2.0119,                0.93455,                0.95177,                0.56145,                0.26276,                0.26722,                 0.1698,                 0.5398,                0.22135,                0.23133,                0.12222,                0.94077,                  2.311,                0.71657,                0.96659,              0.0007435,              0.0007435,              0.0007435
                    190,                 0.9496,                 2.0007,                0.94522,                0.95353,                0.55853,                0.26364,                 0.2679,                0.17045,                0.52991,                0.22573,                0.23161,                0.12204,                 0.9408,                  2.312,                0.71646,                0.96661,               0.000694,               0.000694,               0.000694
                    191,                 0.9704,                 2.0715,                0.96361,                0.95802,                0.56225,                0.26384,                0.26853,                0.17079,                0.52794,                0.22532,                0.23131,                0.12182,                0.94035,                 2.3113,                0.71681,                0.96656,              0.0006445,              0.0006445,              0.0006445
                    192,                0.95718,                 2.0374,                0.94482,                0.95165,                0.56819,                0.25891,                0.26177,                0.16575,                0.53937,                0.22009,                 0.2242,                0.11699,                0.94006,                 2.3113,                0.71705,                0.96644,               0.000595,               0.000595,               0.000595
                    193,                0.95332,                 2.0291,                0.93544,                0.95069,                0.56932,                0.25768,                0.27014,                0.17114,                0.53457,                0.22163,                 0.2318,                0.12206,                 0.9402,                 2.3124,                0.71697,                 0.9665,              0.0005455,              0.0005455,              0.0005455
                    194,                0.95475,                 2.0219,                0.93895,                 0.9495,                0.56981,                0.25772,                0.26216,                0.16576,                0.53403,                0.21841,                0.22413,                0.11742,                0.94014,                 2.3125,                0.71721,                0.96649,               0.000496,               0.000496,               0.000496
                    195,                 0.9445,                 1.9994,                 0.9304,                0.94831,                0.60523,                0.25957,                0.26253,                0.16616,                0.57168,                 0.2186,                0.22452,                0.11764,                0.94043,                 2.3127,                0.71766,                0.96653,              0.0004465,              0.0004465,              0.0004465
                    196,                0.94668,                 1.9932,                0.92871,                0.94669,                0.60375,                0.26225,                0.26289,                0.16632,                0.56468,                0.22226,                0.22484,                 0.1179,                0.94057,                 2.3122,                0.71772,                0.96661,               0.000397,               0.000397,               0.000397
                    197,                0.94666,                 1.9922,                0.93059,                0.94846,                0.60568,                0.26452,                0.26255,                0.16602,                0.57893,                 0.2119,                0.22468,                0.11805,                0.94049,                 2.3119,                0.71785,                0.96657,              0.0003475,              0.0003475,              0.0003475
                    198,                0.93938,                 1.9944,                0.92329,                 0.9475,                0.60671,                0.26136,                0.26296,                0.16676,                0.57843,                0.21949,                0.22515,                0.11847,                0.94063,                 2.3122,                0.71828,                0.96658,               0.000298,               0.000298,               0.000298
                    199,                0.93729,                 1.9851,                0.92691,                0.94523,                0.60666,                0.26177,                0.26338,                0.16711,                 0.5746,                0.22311,                0.22521,                0.11868,                0.94089,                 2.3114,                0.71839,                0.96661,              0.0002485,              0.0002485,              0.0002485
                    200,                0.93441,                 1.9789,                0.91855,                 0.9449,                0.60945,                0.26193,                0.26364,                0.16756,                0.57942,                 0.2263,                0.22761,                0.11889,                0.94076,                 2.3121,                0.71841,                0.96666,               0.000199,               0.000199,               0.000199
